开始日期,结束日期,广告组合名称,货币,广告活动名称,广告组名称,零售商,投放,匹配类型,客户搜索词,展示量,点击量,点击率,每次点击成本,花费,七天总销售额,广告投入产出比总计,总广告投资回报率,七天总订单数,七天总销售量,七天的转化率,七天内单个商品广告销售量,七天内其他单个商品销售量,七天内广告单个产品销售额,七天内其他单个产品销售额
2025-05-28,2025/5/28,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,Adapter Novino Qwork LTWFITTING   Boltigen FANOVO GOODSKYO  WanTing Hello to Winning  Direct Shop MaxParts Melgweldr,Amazon,"asin=""B09WHZQ2GF""",-,b09whzq2gf,13,1,0.076923077,0.9,0.9,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/6,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,Adapter Novino Qwork LTWFITTING   Boltigen FANOVO GOODSKYO  WanTing Hello to Winning  Direct Shop MaxParts Melgweldr,Amazon,"asin=""B0CHBLVBXF""",-,b0chblvbxf,1,1,1,0.9,0.9,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,Adapter Novino Qwork LTWFITTING   Boltigen FANOVO GOODSKYO  WanTing Hello to Winning  Direct Shop MaxParts Melgweldr,Amazon,"asin=""B0D3SGQWML""",-,b0d3sgqwml,1,1,1,0.9,0.9,25.64,3.51%,28.49,1,1,1,1,0,25.64,0
2025-05-22,2025/5/22,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,HT SS RO  Adapter,Amazon,"asin=""B0B4FPRW8Q""",-,b0b4fprw8q,3,1,0.333333333,0.9,0.9,0,,0,0,0,0,0,0,0,0
2025-05-28,2025/5/28,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,HT SS RO  Adapter,Amazon,"asin=""B095W9SS4K""",-,b095w9ss4k,1,1,1,0.9,0.9,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,HT SS RO  Adapter,Amazon,"asin=""B0755CRN48""",-,b0755crn48,1,1,1,0.9,0.9,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,HT SS RO  Adapter,Amazon,"asin=""B07GQWH3FJ""",-,b07gqwh3fj,8,1,0.125,0.9,0.9,0,,0,0,0,0,0,0,0,0
2025-05-15,2025/5/15,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,HT SS RO  Adapter,Amazon,"asin=""B07VYV41PB""",-,b07vyv41pb,5,1,0.2,0.9,0.9,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/18,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,HT SS RO  Adapter,Amazon,"asin=""B092VSG6C5""",-,b092vsg6c5,7,2,0.285714286,0.9,1.8,0,,0,0,0,0,0,0,0,0
2025-05-28,2025/5/28,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,HT SS RO  Adapter,Amazon,"asin=""B07XCQR4GX""",-,fire hose adapter 1-1/2,1,1,1,0.45,0.45,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,HT SS RO  Adapter,Amazon,"asin=""B08S339KTB""",-,b08s339ktb,17,1,0.058823529,0.9,0.9,25.64,3.51%,28.49,1,1,1,1,0,25.64,0
2025-05-05,2025/5/5,Adapter,USD,Adapter BHA2515 Nozzle Wrench 定位 2,Safeby Novino QWORK,Amazon,"asin=""B0CP8Y6W2P""",-,b0cp8y6w2p,1,1,1,0.57,0.57,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Adapter,USD,Adapter BHA2520 BHASW2520 Nozzle Wrench 定位 2,Safeby Novino QWORK,Amazon,"asin=""B083JVQQ28""",-,b083jvqq28,2,1,0.5,0.54,0.54,23.51,2.30%,43.54,1,1,1,0,1,0,23.51
2025-05-21,2025/5/21,Adapter,USD,Adapter BHA2520 BHASW2520 Nozzle Wrench 定位 2,Safeby Novino QWORK,Amazon,"asin=""B08J2D2SBM""",-,b08j2d2sbm,2,1,0.5,0.5,0.5,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/5,Adapter,USD,Adapter BHA2520 BHASW2520 Nozzle Wrench 定位 2,Safeby Novino QWORK,Amazon,"asin=""B0CP8Y6W2P""",-,b0cp8y6w2p,1,1,1,0.54,0.54,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/17,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,HT SS RO,Amazon,"asin=""B08B1PVXWF""",-,b08b1pvxwf,1,1,1,0.57,0.57,0,,0,0,0,0,0,0,0,0
2025-05-12,2025/5/12,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,Safeby Novino QWORK,Amazon,"asin=""B083JWFRGQ""",-,b083jwfrgq,1,1,1,0.56,0.56,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/7,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,Safeby Novino QWORK,Amazon,"asin=""B09VFQ9GMQ""",-,b09vfq9gmq,1,1,1,0.57,0.57,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/7,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,Safeby Novino QWORK,Amazon,"asin=""B083JVQQ28""",-,b083jvqq28,5,2,0.4,0.57,1.14,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,Safeby Novino QWORK,Amazon,"asin=""B085XGR8S2""",-,b085xgr8s2,1,1,1,0.57,0.57,0,,0,0,0,0,0,0,0,0
2025-05-12,2025/5/12,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,Safeby Novino QWORK,Amazon,"asin=""B0C5LXKXYL""",-,b0c5lxkxyl,1,1,1,0.56,0.56,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/28,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,Safeby Novino QWORK,Amazon,"asin=""B0CP8Y6W2P""",-,b0cp8y6w2p,61,7,0.114754098,0.57,3.99,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/18,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,Safeby Novino QWORK,Amazon,"asin=""B0B2JS1JBH""",-,b0b2js1jbh,6,3,0.5,0.57,1.71,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,Safeby Novino QWORK,Amazon,"asin=""B0BS97JNLX""",-,b0bs97jnlx,2,1,0.5,0.57,0.57,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Adapter,USD,Adapter 2575 1575 Adapter 定位1,Dixon  Blastline USA Inc.Diamond Home USA,Amazon,"asin=""B007IV6IM8""",-,b007iv6im8,2,1,0.5,0.51,0.51,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Adapter,USD,Adapter 2575 1575 Adapter 定位1,Dixon  Blastline USA Inc.Diamond Home USA,Amazon,"asin=""B007IV6QHK""",-,b007iv6qhk,4,1,0.25,0.42,0.42,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Adapter,USD,Adapter 2575 1575 Adapter 定位1,Dixon  Blastline USA Inc.Diamond Home USA,Amazon,"asin=""B00LT0DCK0""",-,b00lt0dck0,2,1,0.5,0.06,0.06,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/14,Adapter,USD,Adapter 2575 1575 Adapter 定位1,Dixon  Blastline USA Inc.Diamond Home USA,Amazon,"asin=""B007IV87PE""",-,b007iv87pe,1,1,1,0.41,0.41,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/2,Adapter,USD,Adapter 2575 1575 Adapter 定位1,Dixon  Blastline USA Inc.Diamond Home USA,Amazon,"asin=""B00AJTAN8G""",-,b00ajtan8g,1,1,1,0.6,0.6,15.58,3.85%,25.97,1,1,1,1,0,15.58,0
2025-05-20,2025/5/20,Adapter,USD,Adapter 2575 1575 Adapter 定位1,Dixon  Blastline USA Inc.Diamond Home USA,Amazon,"asin=""B00AJT9L8E""",-,b00ajt9l8e,1,1,1,0.51,0.51,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/26,Adapter,USD,Adapter 2575 1575 Adapter 定位1,Moon Bon Tool Abbott Rubber Fire Hose Ball Valve,Amazon,"asin=""B008F6OXP4""",-,b008f6oxp4,100,7,0.07,0.454285714,3.18,22.79,13.95%,7.17,1,1,0.142857143,0,1,0,22.79
2025-05-05,2025/5/5,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,Moon Bon Tool Abbott Rubber Fire Hose Ball Valve,Amazon,"asin=""B008F6OXP4""",-,b008f6oxp4,5,1,0.2,0.83,0.83,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Adapter,USD,Adaper BHA2515 Adapter FDC Cap 定位 1,Dixon Adapter Blastline USA Inc.,Amazon,"asin=""B007IV88M6""",-,b007iv88m6,4,1,0.25,0.9,0.9,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/7,Adapter,USD,Adapter 2575 1575 Adapter 定位1,Adapter Novino Qwork  Boltigen FANOVO GOODSKYO LTWFITTING   WanTing Hello to Winning  Direct Shop MaxPar,Amazon,"asin=""B0CZ6Q9YYH""",-,b0cz6q9yyh,1,1,1,0.51,0.51,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/17,Adapter,USD,Adapter 2575 1575 Adapter 定位1,Adapter Novino Qwork  Boltigen FANOVO GOODSKYO LTWFITTING   WanTing Hello to Winning  Direct Shop MaxPar,Amazon,"asin=""B0BXXJ9LFF""",-,b0bxxj9lff,40,3,0.075,0.483333333,1.45,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/15,Adapter,USD,Adapter 2575 1575 Adapter 定位1,Adapter Novino Qwork  Boltigen FANOVO GOODSKYO LTWFITTING   WanTing Hello to Winning  Direct Shop MaxPar,Amazon,"asin=""B0CQCKR6NX""",-,b0cqckr6nx,11,2,0.181818182,0.465,0.93,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Adapter,USD,Adapter 2575 1575 Adapter 定位1,Adapter Novino Qwork  Boltigen FANOVO GOODSKYO LTWFITTING   WanTing Hello to Winning  Direct Shop MaxPar,Amazon,"asin=""B0D5CVF9R8""",-,b0d5cvf9r8,3,1,0.333333333,0.5,0.5,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Adapter,USD,Adapter 2575 1575 Adapter 定位1,Adapter Novino Qwork  Boltigen FANOVO GOODSKYO LTWFITTING   WanTing Hello to Winning  Direct Shop MaxPar,Amazon,"asin=""B0B49HS39B""",-,b0b49hs39b,1,1,1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-15,2025/5/15,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,Hydrant Wrench,Amazon,"asin=""B0CBR23PC4""",-,b0cbr23pc4,1,1,1,0.38,0.38,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/10,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,Hydrant Wrench,Amazon,"asin=""B00H7YM69K""",-,b00h7ym69k,14,2,0.142857143,0.57,1.14,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/4,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,Hydrant Wrench,Amazon,"asin=""B000OMIW04""",-,b000omiw04,4,2,0.5,0.57,1.14,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,Hydrant Wrench,Amazon,"asin=""B0D2DGY1CJ""",-,b0d2dgy1cj,1,1,1,0.28,0.28,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/20,Nozzle,USD,Nozzle Plastic Hose 定位 3,PVC hose DAVCO,Amazon,"asin=""B0CT4QSSP4""",-,b0ct4qssp4,16,2,0.125,0.42,0.84,0,,0,0,0,0,0,0,0,0
2025-05-25,2025/5/25,Nozzle,USD,Nozzle Plastic Hose 定位 3,PVC hose DAVCO,Amazon,"asin=""B09MK7RMB2""",-,b09mk7rmb2,3,1,0.333333333,0.42,0.42,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/16,Nozzle,USD,Nozzle Plastic Hose 定位 3,PVC hose DAVCO,Amazon,"asin=""B0CT4P9649""",-,b0ct4p9649,3,1,0.333333333,0.34,0.34,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/12,Nozzle,USD,Nozzle Plastic Hose 定位 3,PVC hose DAVCO,Amazon,"asin=""B09MK7KNYT""",-,b09mk7knyt,13,2,0.153846154,0.315,0.63,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/4,Nozzle,USD,Adapter BHA2575 BHA1575 Hose 定位 3,Fire Hose fire hose direct,Amazon,"asin=""B01M6WOOH6""",-,b01m6wooh6,1,1,1,0.34,0.34,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Adapter,USD,Adapter BHA2520 BHASW2520 Hose 定位 3,Fire Hose fire hose direct,Amazon,"asin=""B017BYD96E""",-,b017byd96e,7,1,0.142857143,0.34,0.34,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/4,Adapter,USD,Adapter BHA2520 BHASW2520 Hose 定位 3,Fire Hose SAFBY AWK ACE ZY,Amazon,"asin=""B0DKSN6DC7""",-,b0dksn6dc7,2,1,0.5,0.25,0.25,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Adapter,USD,Adapter BHA2520 BHASW2520 Adapter FDC Cap 定位 1,Dixon Adapter Blastline USA Inc.,Amazon,"asin=""B007IV6VYS""",-,b007iv6vys,4,1,0.25,0.48,0.48,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/7,Adapter,USD,Adapter BHA2520 BHASW2520 Adapter FDC Cap 定位 1,Dixon Adapter Blastline USA Inc.,Amazon,"asin=""B00AJT9HO2""",-,b00ajt9ho2,6,1,0.166666667,0.48,0.48,0,,0,0,0,0,0,0,0,0
2025-05-29,2025/5/29,Adapter,USD,Adapter BHA2520 BHASW2520 Adapter FDC Cap 定位 1,Adapter Novino Qwork Boltigen LTWFITTING honest-f FANOVO GOODSKYO WanTing Hello to Winning Direct Shop MaxParts Melgweldr,Amazon,"asin=""B0D3PN271P""",-,b0d3pn271p,2,1,0.5,0.43,0.43,0,,0,0,0,0,0,0,0,0
2025-05-19,2025/5/19,Adapter,USD,Adapter BHA2520 BHASW2520 Adapter FDC Cap 定位 1,Adapter Novino Qwork Boltigen LTWFITTING honest-f FANOVO GOODSKYO WanTing Hello to Winning Direct Shop MaxParts Melgweldr,Amazon,"asin=""B0D3PS928Y""",-,b0d3ps928y,4,1,0.25,0.48,0.48,0,,0,0,0,0,0,0,0,0
2025-05-28,2025/5/28,Adapter,USD,Adapter BHA2520 BHASW2520 Adapter FDC Cap 定位 1,Adapter Novino Qwork Boltigen LTWFITTING honest-f FANOVO GOODSKYO WanTing Hello to Winning Direct Shop MaxParts Melgweldr,Amazon,"asin=""B0B49HS39B""",-,b0b49hs39b,9,1,0.111111111,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/5,Adapter,USD,Adapter BHA2520 BHASW2520 Nozzle Wrench 定位 2,类目,Amazon,"category=""Fire Hose Fittings""",-,b007iv6ijq,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Adapter,USD,Adapter BHA2520 BHASW2520 Nozzle Wrench 定位 2,类目,Amazon,"category=""Fire Hose Fittings""",-,b007iv6kj4,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Adapter,USD,Adapter BHA2520 BHASW2520 Nozzle Wrench 定位 2,类目,Amazon,"category=""Fire Hose Fittings""",-,b01m9d90xg,2,1,0.5,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Adapter,USD,Adapter BHA2520 BHASW2520 Nozzle Wrench 定位 2,类目,Amazon,"category=""Fire Hose Fittings""",-,b01mxe1dh4,2,1,0.5,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Adapter,USD,Adapter BHA2520 BHASW2520 Nozzle Wrench 定位 2,类目,Amazon,"category=""Fire Hose Fittings""",-,b08d3ys595,5,1,0.2,0.1,0.1,0,,0,0,0,0,0,0,0,0
2025-05-19,2025/5/19,Adapter,USD,Adapter BHA2520 BHASW2520 Nozzle Wrench 定位 2,类目,Amazon,"category=""Fire Hose Fittings""",-,b0cfhgp9jj,1,1,1,0.19,0.19,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Adapter,USD,Adapter BHA2515 Nozzle Wrench 定位 2,类目,Amazon,"category=""Fire Hose Fittings""",-,b0189h6yx2,1,1,1,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/2,Adapter,USD,Adapter BHA2575 BHA1575 Nozzle Wrench 定位 2,类目,Amazon,"category=""Fire Hose Fittings""",-,b007iv6ho2,1,1,1,0.15,0.15,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/25,Carpet CCS5C,USD,Carpet CCS5C Competitor words,CCS5C,Amazon,carpet vac extractor attachment-tool,EXACT,carpet vac extractor attachment-tool,41,12,0.292682927,0.875833333,10.51,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C Competitor words,CCS5C,Amazon,upholstery attachment for vacuum,EXACT,upholstery attachment for vacuum,21,5,0.238095238,0.568,2.84,0,,0,0,0,0,0,0,0,0
2025-05-29,2025/5/29,Carpet CCS5C,USD,Carpet CCS5C Competitor words,CCS5C,Amazon,upholstery attachment for vacuum,EXACT,upholstery attachment vacuum,1,1,1,0.54,0.54,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Carpet CCS5C,USD,Carpet CCS5C Competitor words,CCS5C,Amazon,shop vac upholstery,EXACT,shop vac upholstery,2,1,0.5,0.9,0.9,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/28,Carpet CCS5C,USD,Carpet CCS5C Competitor words,CCS5C,Amazon,shop vac upholstery cleaner attachment,EXACT,shop vac upholstery cleaner attachment,150,41,0.273333333,0.768292683,31.5,186.16,16.92%,5.91,10,10,0.243902439,7,3,121.09,65.07
2025-05-05,2025/5/5,Carpet CCS5C,USD,Carpet CCS5C Competitor words,CCS5C,Amazon,upholstery cleaner attachment shopvac,EXACT,upholstery cleaner attachment for shopvac,1,1,1,0.74,0.74,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C Competitor words,CCS5C,Amazon,upholstery cleaner attachment shopvac,EXACT,upholstery cleaner attachment shopvac,49,14,0.285714286,0.908571429,12.72,63.75,19.95%,5.01,3,3,0.214285714,2,1,37.76,25.99
2025-04-30,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C Competitor words,CCS5C,Amazon,shopvac extractor attachment,EXACT,shopvac extractor attachment,135,23,0.17037037,1.02173913,23.5,209.65,11.21%,8.92,11,11,0.47826087,8,3,136.28,73.37
2025-05-06,2025/5/22,Carpet CCS5C,USD,Carpet CCS5C Competitor words,CCS5C,Amazon,upholstery attachment,EXACT,upholstery attachment,15,5,0.333333333,0.798,3.99,30.38,13.13%,7.61,2,2,0.4,2,0,30.38,0
2025-04-30,2025/5/28,Carpet CCS5C,USD,Carpet CCS5C Competitor words,CCS5C,Amazon,upholstery vacuum attachment,EXACT,upholstery vacuum attachment,47,12,0.255319149,1.021666667,12.26,27.74,44.20%,2.26,2,2,0.166666667,1,1,15.19,12.55
2025-05-09,2025/5/28,Carpet CCS5C,USD,Carpet CCS5C Competitor words,CCS5C,Amazon,carpet cleaner attachment for shopvac,EXACT,carpet cleaner attachment for shopvac,12,6,0.5,0.788333333,4.73,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/28,Carpet CCS5C,USD,Carpet CCS5C ABA 高效出单词,CCS5C,Amazon,upholstery cleaner attachment for shop vac,EXACT,upholstery cleaner attachment for shop vac,311,30,0.096463023,0.921,27.63,120.12,23.00%,4.35,6,6,0.2,4,2,68.14,51.98
2025-05-01,2025/5/28,Carpet CCS1C,USD,Carpet CCS1C ABA 高效出单词,新增,Amazon,upholstery cleaner attachment,EXACT,upholstery cleaner attachment,322,26,0.080745342,1.308076923,34.01,26.58,127.95%,0.78,2,2,0.076923077,2,0,26.58,0
2025-05-24,2025/5/24,Carpet CCS1C,USD,Carpet CCS1C ABA 高效出单词,新增,Amazon,upholstery cleaner attachment,EXACT,upholstery cleaner attachments,2,1,0.5,1.75,1.75,0,,0,0,0,0,0,0,0,0
2025-05-07,2025/5/16,Carpet CCS1C,USD,Carpet CCS1C ABA 高效出单词,新增,Amazon,shopvac upholstery attachment,EXACT,shopvac upholstery attachment,41,5,0.12195122,0.692,3.46,13.99,24.73%,4.04,1,1,0.2,1,0,13.99,0
2025-04-30,2025/5/26,Carpet CCS1C,USD,Carpet CCS1C ABA 高效出单词,新增,Amazon,shop vacuum wet and dry attachments,EXACT,shop vacuum wet and dry attachments,47,7,0.14893617,1.058571429,7.41,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C ABA 高效出单词,新增,Amazon,upholstery cleaner attachment,EXACT,upholstery cleaner attachment,361,21,0.058171745,1.061428571,22.29,88.56,25.17%,3.97,4,4,0.19047619,1,3,15.19,73.37
2025-05-07,2025/5/24,Carpet CCS5C,USD,Carpet CCS5C ABA 高效出单词,新增,Amazon,shopvac upholstery attachment,EXACT,shopvac upholstery attachment,71,9,0.126760563,0.854444444,7.69,12.59,61.08%,1.64,1,1,0.111111111,0,1,0,12.59
2025-05-28,2025/5/28,Carpet CCS5C,USD,Carpet CCS5C ABA 高效出单词,新增,Amazon,shop vacuum wet and dry attachments,EXACT,shop vacuum wet and dry attachment,1,1,1,0.57,0.57,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C ABA 高效出单词,新增,Amazon,shop vacuum wet and dry attachments,EXACT,shop vacuum wet and dry attachments,40,3,0.075,1.246666667,3.74,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/29,Carpet CCS5C,USD,Carpet CCS5C CCS1C  Jonely,CCS5C,Amazon,vacuum extractor car detailing,EXACT,vacuum extractor car detailing,8,2,0.25,2.13,4.26,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/29,Carpet CCS5C,USD,Carpet CCS5C CCS1C  Jonely,CCS5C,Amazon,shop vac upholstery attachment,EXACT,shop vac upholstery attachment,293,33,0.112627986,1.854545455,61.2,144.8,42.27%,2.37,7,7,0.212121212,4,3,71.83,72.97
2025-05-03,2025/5/27,Carpet CCS1C,USD,Carpet CCS1C ABA 高效出单词,新增,Amazon,carpet extractor attachment,EXACT,carpet extractor attachment,262,16,0.061068702,1.235,19.76,12.59,156.95%,0.64,1,1,0.0625,1,0,12.59,0
2025-05-01,2025/5/28,Carpet CCS1C,USD,Carpet CCS1C ABA 高效出单词,新增,Amazon,upholstery cleaner attachment for shop vac,EXACT,upholstery cleaner attachment for shop vac,134,13,0.097014925,1.19,15.47,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,shop vac,PHRASE,bauer shop vac attachments,2,1,0.5,1.35,1.35,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,shop vac,PHRASE,shop vac couch,1,1,1,2.13,2.13,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,detailing,PHRASE,vacuum cleaner for car detailing,1,1,1,3,3,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,extractor,PHRASE,car extractor for auto detailing,4,1,0.25,0.61,0.61,0,,0,0,0,0,0,0,0,0
2025-05-28,2025/5/28,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,extractor,PHRASE,extractor,6,1,0.166666667,0.8,0.8,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,extractor,PHRASE,upholstery extractor,1,1,1,1.33,1.33,0,,0,0,0,0,0,0,0,0
2025-05-29,2025/5/29,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,carpet extractor,PHRASE,carpet extractor shop vac,1,1,1,1.2,1.2,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,rigid shop vac,PHRASE,rigid shop vac accessories,3,1,0.333333333,1.85,1.85,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,vacuum attachments,PHRASE,1 1/2 inch vacuum attachments,1,1,1,0.91,0.91,0,,0,0,0,0,0,0,0,0
2025-05-28,2025/5/28,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,vacuum attachments,PHRASE,carpet vacuum attachment 2. 5,1,1,1,1,1,13.99,7.15%,13.99,1,1,1,1,0,13.99,0
2025-05-26,2025/5/26,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,vacuum attachments,PHRASE,proteam vacuum attachment,1,1,1,2.28,2.28,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,ridgid vacuum,PHRASE,ridgid vacuum cleaner accessories,3,1,0.333333333,1.21,1.21,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,extractor vacuum,PHRASE,water extractor vacuum,1,1,1,2.28,2.28,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS1C,USD,CCS1C 每周热搜词大于1000调整,宽泛广告组,Amazon,extractor vacuum,PHRASE,water extractor vacuum attachment,1,1,1,2.2,2.2,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/28,Carpet CCS1C,USD,Carpet CCS1C ABA 高效出单词,新增,Amazon,shop vac hose,EXACT,shop vac hose,36,2,0.055555556,0.52,1.04,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Carpet CCS5C,USD,Carpet CCS5C ABA 高效出单词,新增,Amazon,shop vac attachments,EXACT,shop vac attachment,3,1,0.333333333,0.83,0.83,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/29,Carpet CCS5C,USD,Carpet CCS5C ABA 高效出单词,新增,Amazon,shop vac attachments,EXACT,shop vac attachments,845,20,0.023668639,1.2865,25.73,34.87,73.79%,1.36,2,2,0.1,1,1,18.88,15.99
